origin_as,prefix_count,cv_mean_within_as,as_prefix_cv_stddev,as_prefix_cv_range,total_updates
10000,19,0.4636640149358148,0.13108686080029167,0.36631650997825616,117072
10021,56,0.3335666578503809,0.340298186187331,0.7075026752049087,111500
10029,26,0.09107633945517438,0.08755562217151003,0.4924174006096472,27916
10030,75,0.5790050618907515,0.6963094399087939,2.3345867391106943,79194095
10036,6,0.2989501179501862,0.17659217025766494,0.4486479486128377,25834
10076,5,0.5720884020163226,0.7368448780023653,1.3791573313530374,5869
101,3,0.09051198718994562,1.6996749443881478e-17,0.0,3360
10118,19,0.10497275317433853,0.06932212795976161,0.3034976101730894,21086
10122,5,0.14696348654383323,0.10109923820171024,0.23708486200891338,8084
10131,4,0.339106766402115,0.0733484661101402,0.15611406287175822,2755
10137,5,0.3459801320024796,0.23977574642832616,0.5143029964442363,9549275
10158,5,0.055649321805062345,0.04801536534479048,0.09137704749310686,3805
10214,4,0.006197244680691693,0.010258892454015213,0.021397579292615466,2489
10219,3,0.4955709704052482,0.769053219603131,1.366299919254464,3484
10226,18,0.10190443825525303,0.07212340857705796,0.3523809852586863,347029
10229,4,0.08926249834582445,1.3877787807814457e-17,1.3877787807814457e-17,4456
10238,11,0.07463705873555081,1.4555146645863654e-17,0.0,9196
10310,43,0.05421454317752005,0.035187828999509535,0.08236389560254107,15813828
10397,9,0.20632724381052306,0.36066638067586926,1.0932571423418203,636955
10429,25,0.090231862645578,0.0007107918029621021,0.0020323714736288356,28000
10479,4,0.05996932360198284,0.019761968981102107,0.03422873433286901,1124
10507,30,0.09910510775223128,0.01072397276665848,0.02377612014242264,31866
10695,7,0.02719373611440407,0.06055722366062064,0.16445480550461797,2011
10753,3,0.09410175374354739,0.006217658058149699,0.010769299660805323,2738
10780,6,0.20346727902748205,0.2834904485480999,0.6944069458955731,9628
10796,4,0.086426525678078,0.009505161352916527,0.019010322705833055,1867
10838,6,0.09641451764522478,1.5202354861220293e-17,0.0,3342
10886,18,0.11468043447412729,0.05915296563830679,0.19727432366198747,475050
109,17,0.09611862958546938,0.04241022723422769,0.17241621364510634,151112
10954,7,0.7768646085962622,0.0003388319324284344,0.0006338965014228704,8981
1101,3,0.06166922485186336,0.04995712980019256,0.08652828701424674,2595
11019,15,0.09148107092495265,0.0041719776816130615,0.014581084664897007,16023
1103,3,0.2329047573258565,0.24698106469598843,0.42798537628349054,3408
11042,4,0.0015854412134227525,0.003170882426845505,0.00634176485369101,895
11123,12,0.7801914174002397,1.0788033903543437,2.233628547775058,4446857
11139,7,0.15319207111298547,0.16932421814119153,0.44833428442714374,11760
11172,3589,0.3368359288895167,0.03299559441466174,0.43139474185493865,6342196
11228,3,0.08438735180906658,0.008444001496008118,0.014625439610273669,3064
11232,5,0.23827927883962413,0.3353745891215607,0.7526080773138456,20703
11251,3,0.08875259491217848,0.0008831786540286739,0.0015297103009379587,3341
11317,3,0.06462487756458131,0.014553520061583683,0.027858344317839102,1017
11338,18,0.1741657767260035,0.10924366780366253,0.3875438979003997,22011
11351,5,0.08220384993281499,0.03177907962975074,0.0766348748793855,4734
11403,5,0.08765493996567382,0.0001740735970373578,0.00038924039606345884,5566
11404,6,0.09031399240037714,0.0006474622227437284,0.001670699716835894,6719
11414,11,1.9082213290518113,0.03672030008609771,0.09773450666674255,42532
11486,16,0.10210960225802458,0.009122789284203743,0.020122834676123816,16528
11556,13,0.08634569781714888,0.0007645974652660299,0.0014735691064880624,16166
11664,31,0.08926249834582443,2.8214376542466034e-17,0.0,34534
11696,8,0.08926249834582446,0.0,0.0,8912
11776,6,0.11497253783638976,1.2412670766236365e-17,2.7755575615628914e-17,7332
11808,4,0.12306741248857185,9.954287598597233e-05,0.00019908575197194467,3543
11830,34,0.11009810808466174,0.005807506731642744,0.027353078145677848,38817
11878,9,0.08874794886080078,0.00013722037135151333,0.00041799472048106856,9999
11888,95,0.1572657044208048,0.012338004580915194,0.08546687759887692,50946
11915,4,0.08926249834582446,0.0,0.0,4456
11917,4,0.1274980065791199,0.03655351498360049,0.0820684943008446,296213
11955,13,0.09641451764522475,1.4444459513666495e-17,0.0,7241
11985,6,0.08951784384114285,0.0008562875150035599,0.002216393560453042,6698
12008,15,0.10534168892901846,0.008614678402477522,0.027588438498905132,12184
12025,127,0.08614306948534402,0.01774031513214769,0.17180474094616516,152640
12041,23,0.10923362611240162,0.09723668233182492,0.5360020527897091,27192
12079,7,0.08926249834582445,0.0,0.0,7798
12097,14,0.5081790799742685,0.23072232871343085,0.7263833855059394,140348
12136,3,0.14287988585756373,0.0941959126200023,0.16391158313709375,3250
1218,9,0.08926249834582446,0.0,0.0,10026
12180,4,0.1053691221911019,0.0,0.0,3992
12189,7,0.08734704031394078,0.0023889958980176885,0.004469402074395265,8200
12208,29,0.16364373833899,0.17288928776509851,0.6541300936537113,112341
12213,10,0.08932154252305571,0.00035659019408812616,0.0014177168293292158,11138
12222,162,0.15510279551495668,0.1538816223209407,0.7818295601672309,186900
12231,3,0.3918088701244515,0.0001041099786270411,0.0001803237725569451,15186
12234,5,0.08926249834582446,0.0,0.0,5570
12260,7,0.15490909250759416,0.06297523594942,0.17266662680113135,2399
12322,19,0.7644827704034216,0.1876635995363041,0.9603446210965949,28189
12337,9,0.16350155675973607,0.1429508986844877,0.4433515351182711,583684
12338,14,0.2253810266240837,0.11520480622657665,0.2984120360970751,5867
1237,3,0.09051198718994562,1.6996749443881478e-17,0.0,3360
12389,19,0.09433871642532447,0.0005976462464681634,0.001553840017930977,20858
1239,55,0.09022955720847302,0.008617850600376524,0.038386797315048654,61867
12400,57,0.32997754237955385,0.362402037498337,0.759084644042725,197014
1241,14,0.0048102502121533846,0.0013844852491180486,0.0051802694592421065,3821
12418,8,0.28102907210806816,0.35990765748890263,0.8166909192902447,18436
12479,1585,0.03690970232698435,0.06601191546013441,1.1970508351719953,588673
12486,6,0.43525721857282357,0.04634747048399708,0.1309814283044921,33560
12502,5,0.06045033264305545,0.07264098504875474,0.13879595436778783,3991
12552,14,0.08738096722388725,0.003917827387092516,0.010788855363250804,17350
1257,26,0.09011733251940311,0.010138104458667554,0.027589642388295713,30736
12570,14,0.4155652392431653,0.27746015349636294,0.7781091636667221,112194
12586,3,0.6212244226386039,0.0518394248092247,0.10226854545342468,1316
12654,27,0.2513785468990807,0.24569499926021293,1.11321810314897,108949
12657,4,0.1455881541716592,0.0920443351115818,0.1924202306037211,64723
12684,3,0.27950761417056497,0.24359892515467862,0.44659375653887207,5592
12695,7,0.3852407870265326,0.04308348824880934,0.11189133778007149,26069
12732,8,0.08725997926893345,0.007760465959096429,0.02303215414422123,8091
12816,11,0.2015326882509304,0.3042547958711661,0.7587981464783624,24394
12843,4,0.0905119871899456,0.0,0.0,4480
12859,4,0.09094451734152624,0.0004994427988954132,0.0008650603031612608,4476
12876,4,0.10119665996306104,0.023042860010435873,0.04648715762482518,4953
12886,3,0.24497050467434164,0.20667664686425158,0.3892382796895867,466309
12897,5,0.2117038632620108,0.0919490127168688,0.25397683435762475,4100
12956,4,0.09104695740568865,0.0009656507288803314,0.001978970536497107,4478
12975,8,0.0,0.0,0.0,1808
12980,6,0.31041603984272553,0.3652672419249677,0.7075026752049087,11471
1299,5,0.16949243303262723,0.18131904657191578,0.40799526578167417,5260
12997,5,0.20970318307899855,0.33934761839167443,0.7588538822918635,11706
