origin_as,prefix_count,cv_mean_within_as,as_prefix_cv_stddev,as_prefix_cv_range,total_updates
11340,16,0.11383040241494609,0.26651123910937885,0.9831734033691368,677526
11346,4,0.5190960865022436,0.20470425446060808,0.46993449302708773,4028
11351,3,0.0736122835558816,0.03254728452976777,0.06446076735283218,1172
1136,5,0.28571792126152806,0.29149846624201986,0.6203149741855317,2738
11392,3,0.1470680441803495,0.0,0.0,1563
11394,3,0.028949398845897843,0.0012272879351066534,0.002125725059121019,1954
11399,4,0.4082467018489097,0.2364088408115982,0.4728176816231964,8361
11414,3,0.49445586463056634,0.38649452114868615,0.6701299128235668,3376
11427,7,0.14681313136071988,0.19233359008766585,0.525792634423269,3134
11432,5,0.06719603304976571,0.017896185729375142,0.0418710181493421,1798
11475,6,0.02786365049133302,0.0011699628774087321,0.0021360501980013796,4266
11492,758,0.6261839717695478,0.2962819445900091,1.0969451801500887,13138727
11500,4,0.19506393963766827,0.0,0.0,1392
11516,17,0.7582258688992068,0.0008546339216237404,0.003523745930090527,13160
11556,7,0.4639336878008336,0.47676276517283006,0.915346430117878,4136
11562,5,0.8911006162061443,1.2412670766236366e-16,0.0,5915
11570,8,0.38671497645683295,0.39447365775718546,0.9192041495573877,7312
11594,22,0.37355634567659474,0.005318441916279279,0.018074879585061154,6474
11612,16,0.6756019672051972,0.0,0.0,10144
11650,3,0.13644525422301215,0.13910494332937226,0.2752191051680052,1288
11663,6,0.5590332637299548,0.0,0.0,6252
11664,103,0.1340020440130834,0.15145180249632895,0.5557892733071,50926
11666,10,0.04194701244326977,0.0,0.0,4720
11668,8,0.04357520780421301,0.0,0.0,2856
11686,7,0.6051707091304126,0.39631190103617486,1.0245658043106465,9339
11699,3,0.6192337665153138,0.22326080866528975,0.3866990639471957,7608
11706,18,0.5744576450226214,0.2813185496500587,1.110047055361977,47138
11712,3,0.8531206239796264,0.1004562743894739,0.17399537118164898,9309
11749,5,0.5916535236189381,0.058581305194655216,0.1351431439598817,5941
11751,8,0.48961457179702117,0.3155861984827771,0.8062480737633965,7354
11776,73,0.3209551317945699,0.2251888659621467,0.7913298894466149,29632
11809,5,0.7914577362865673,0.0,0.0,18530
11817,9,0.7857694115970313,0.10309273907850507,0.3110643991980244,6703
11830,112,0.3578640024498571,0.336391958617078,1.269010401651407,205555
11834,4,0.3445538497418086,0.00593815695220162,0.010285189544531559,2200
11841,16,0.6643668721386786,0.1318052626791612,0.37795584988194936,397283
11844,4,0.5131763975418057,0.373521763105522,0.7694500775396189,2147
11845,8,0.06449282601371434,0.03050984080427598,0.06255103674669704,1294132
11847,5,0.4481774155610247,0.004592865297662855,0.010269959017073949,5103
11878,44,0.2807274010876612,0.2655798925268043,0.7619765556300298,431396
11888,4,0.14414047649479228,0.09278189854652384,0.22214845051202936,2897
11904,15,0.050981587739092026,0.03016772117053228,0.06590613058303352,8436
11915,3,0.16864511586174946,0.16721003860020953,0.30277817849144995,2252
11921,15,0.5570821865692986,0.2384041808258613,0.7532610616764919,15506
11947,8,0.8268482059837331,0.2470600681585634,0.5419129714498542,12953
11970,10,0.19510831840906437,0.1458813547834745,0.2824980287992862,7496
11975,4,0.6999642884472895,0.0,0.0,1980
11976,363,0.13111490195773629,0.22117887205799097,1.1617808883368672,241639
11993,3,0.17750693118933938,0.16955315643609975,0.30039371426735834,1640
12008,12,0.1754602563852954,0.3009081192343422,1.0898421944368262,21807
12013,7,0.2817490429677038,0.17526871292654314,0.48218671762857856,10505
12025,106,0.16746471415170044,0.19960748118091134,1.0053188751573818,56430
12033,6,0.016732486675093118,0.001843663350396741,0.004516034465942086,4230
12037,6,0.2445900170449099,0.08721992493040978,0.22188009821489893,3601
12041,42,0.10887314317015298,0.12518786728373,0.7714875274906227,18922
12047,3,0.584773148677765,0.001952712357022139,0.003382197014929922,2157
12067,8,0.41269325266365364,0.39452128647203233,0.981228308275571,82892
12083,32,0.6505587849005738,0.20996346019759268,0.6743607080187451,56695
12091,28,0.7897020704356936,0.2269266193592361,0.8053186149792044,55176
12097,8,0.8004411435836483,0.32299341742362137,1.1251583645233934,23301
