update_count,ecdf
8,0.0011876484560570072
111,0.0023752969121140144
114,0.0035629453681710215
114,0.004750593824228029
117,0.0059382422802850355
117,0.007125890736342043
136,0.00831353919239905
144,0.009501187648456057
145,0.010688836104513063
159,0.011876484560570071
160,0.013064133016627079
166,0.014251781472684086
166,0.015439429928741092
166,0.0166270783847981
167,0.017814726840855107
167,0.019002375296912115
168,0.020190023752969122
168,0.021377672209026127
174,0.022565320665083134
174,0.023752969121140142
176,0.02494061757719715
176,0.026128266033254157
179,0.027315914489311165
182,0.028503562945368172
188,0.029691211401425176
189,0.030878859857482184
189,0.032066508313539195
189,0.0332541567695962
201,0.0344418052256532
204,0.035629453681710214
222,0.03681710213776722
222,0.03800475059382423
222,0.039192399049881234
222,0.040380047505938245
223,0.04156769596199525
224,0.04275534441805225
225,0.043942992874109264
225,0.04513064133016627
227,0.04631828978622328
228,0.047505938242280284
229,0.048693586698337295
231,0.0498812351543943
232,0.0510688836104513
233,0.052256532066508314
233,0.05344418052256532
233,0.05463182897862233
233,0.055819477434679333
234,0.057007125890736345
234,0.05819477434679335
236,0.05938242280285035
236,0.060570071258907364
236,0.06175771971496437
236,0.06294536817102138
237,0.06413301662707839
244,0.06532066508313539
251,0.0665083135391924
267,0.06769596199524941
285,0.0688836104513064
288,0.07007125890736342
292,0.07125890736342043
296,0.07244655581947744
296,0.07363420427553444
297,0.07482185273159145
298,0.07600950118764846
298,0.07719714964370546
298,0.07838479809976247
298,0.07957244655581948
300,0.08076009501187649
300,0.08194774346793349
301,0.0831353919239905
301,0.08432304038004751
301,0.0855106888361045
301,0.08669833729216152
301,0.08788598574821853
301,0.08907363420427554
301,0.09026128266033254
301,0.09144893111638955
302,0.09263657957244656
302,0.09382422802850356
303,0.09501187648456057
306,0.09619952494061758
307,0.09738717339667459
307,0.09857482185273159
314,0.0997624703087886
327,0.10095011876484561
335,0.1021377672209026
336,0.10332541567695962
337,0.10451306413301663
338,0.10570071258907364
340,0.10688836104513064
340,0.10807600950118765
340,0.10926365795724466
347,0.11045130641330166
348,0.11163895486935867
348,0.11282660332541568
349,0.11401425178147269
349,0.11520190023752969
349,0.1163895486935867
349,0.11757719714964371
350,0.1187648456057007
351,0.11995249406175772
352,0.12114014251781473
353,0.12232779097387174
355,0.12351543942992874
359,0.12470308788598575
361,0.12589073634204276
361,0.12707838479809977
361,0.12826603325415678
361,0.12945368171021376
361,0.13064133016627077
361,0.13182897862232779
375,0.1330166270783848
381,0.1342042755344418
381,0.13539192399049882
383,0.13657957244655583
390,0.1377672209026128
392,0.13895486935866982
395,0.14014251781472684
395,0.14133016627078385
398,0.14251781472684086
399,0.14370546318289787
402,0.14489311163895488
411,0.14608076009501186
417,0.14726840855106887
418,0.14845605700712589
420,0.1496437054631829
420,0.1508313539192399
422,0.15201900237529692
423,0.15320665083135393
424,0.1543942992874109
424,0.15558194774346792
429,0.15676959619952494
434,0.15795724465558195
440,0.15914489311163896
440,0.16033254156769597
440,0.16152019002375298
441,0.16270783847980996
443,0.16389548693586697
444,0.16508313539192399
446,0.166270783847981
447,0.167458432304038
448,0.16864608076009502
451,0.16983372921615203
455,0.171021377672209
457,0.17220902612826602
459,0.17339667458432304
467,0.17458432304038005
468,0.17577197149643706
469,0.17695961995249407
474,0.17814726840855108
488,0.17933491686460806
493,0.18052256532066507
494,0.18171021377672208
497,0.1828978622327791
498,0.1840855106888361
499,0.18527315914489312
499,0.18646080760095013
500,0.1876484560570071
502,0.18883610451306412
502,0.19002375296912113
503,0.19121140142517815
503,0.19239904988123516
505,0.19358669833729217
506,0.19477434679334918
506,0.19596199524940616
507,0.19714964370546317
507,0.19833729216152018
508,0.1995249406175772
512,0.2007125890736342
513,0.20190023752969122
513,0.20308788598574823
514,0.2042755344418052
525,0.20546318289786222
715,0.20665083135391923
736,0.20783847980997625
831,0.20902612826603326
835,0.21021377672209027
846,0.21140142517814728
865,0.21258907363420426
865,0.21377672209026127
868,0.21496437054631828
870,0.2161520190023753
874,0.2173396674584323
875,0.21852731591448932
877,0.21971496437054633
878,0.2209026128266033
886,0.22209026128266032
898,0.22327790973871733
910,0.22446555819477435
