update_count,ecdf
88,0.0011890606420927466
129,0.0023781212841854932
130,0.0035671819262782403
140,0.0047562425683709865
140,0.005945303210463734
140,0.007134363852556481
143,0.008323424494649227
143,0.009512485136741973
143,0.01070154577883472
144,0.011890606420927468
162,0.013079667063020214
164,0.014268727705112961
165,0.015457788347205707
174,0.016646848989298454
174,0.0178359096313912
174,0.019024970273483946
175,0.020214030915576695
175,0.02140309155766944
175,0.022592152199762187
175,0.023781212841854936
177,0.02497027348394768
179,0.026159334126040427
182,0.027348394768133173
182,0.028537455410225922
182,0.029726516052318668
182,0.030915576694411414
182,0.03210463733650416
185,0.03329369797859691
200,0.034482758620689655
204,0.0356718192627824
206,0.036860879904875146
216,0.03804994054696789
217,0.039239001189060645
232,0.04042806183115339
235,0.041617122473246136
247,0.04280618311533888
247,0.04399524375743163
250,0.04518430439952437
257,0.04637336504161712
261,0.04756242568370987
268,0.04875148632580262
275,0.04994054696789536
309,0.05112960760998811
334,0.052318668252080855
343,0.0535077288941736
357,0.054696789536266346
381,0.0558858501783591
382,0.057074910820451845
382,0.05826397146254459
382,0.059453032104637336
382,0.06064209274673008
384,0.06183115338882283
384,0.06302021403091558
387,0.06420927467300833
387,0.06539833531510107
387,0.06658739595719382
387,0.06777645659928656
387,0.06896551724137931
387,0.07015457788347206
387,0.0713436385255648
387,0.07253269916765755
387,0.07372175980975029
387,0.07491082045184304
387,0.07609988109393578
387,0.07728894173602854
388,0.07847800237812129
388,0.07966706302021404
388,0.08085612366230678
388,0.08204518430439953
388,0.08323424494649227
388,0.08442330558858502
388,0.08561236623067776
389,0.08680142687277051
389,0.08799048751486326
389,0.089179548156956
389,0.09036860879904875
390,0.09155766944114149
390,0.09274673008323424
390,0.093935790725327
390,0.09512485136741974
390,0.09631391200951249
391,0.09750297265160524
391,0.09869203329369798
391,0.09988109393579073
391,0.10107015457788347
391,0.10225921521997622
391,0.10344827586206896
391,0.10463733650416171
391,0.10582639714625446
392,0.1070154577883472
392,0.10820451843043995
392,0.10939357907253269
393,0.11058263971462545
393,0.1117717003567182
394,0.11296076099881094
394,0.11414982164090369
395,0.11533888228299644
396,0.11652794292508918
396,0.11771700356718193
398,0.11890606420927467
403,0.12009512485136742
404,0.12128418549346016
407,0.12247324613555291
407,0.12366230677764566
408,0.1248513674197384
408,0.12604042806183116
408,0.1272294887039239
408,0.12841854934601665
409,0.12960760998810938
409,0.13079667063020214
409,0.13198573127229488
409,0.13317479191438764
409,0.13436385255648037
409,0.13555291319857313
409,0.1367419738406659
409,0.13793103448275862
409,0.13912009512485138
409,0.1403091557669441
409,0.14149821640903687
410,0.1426872770511296
410,0.14387633769322236
410,0.1450653983353151
410,0.14625445897740785
410,0.14744351961950058
410,0.14863258026159334
410,0.14982164090368608
410,0.15101070154577884
410,0.15219976218787157
410,0.15338882282996433
410,0.1545778834720571
411,0.15576694411414982
411,0.15695600475624258
411,0.1581450653983353
411,0.15933412604042807
411,0.1605231866825208
411,0.16171224732461356
411,0.1629013079667063
411,0.16409036860879905
411,0.16527942925089179
411,0.16646848989298454
411,0.16765755053507728
412,0.16884661117717004
412,0.1700356718192628
412,0.17122473246135553
412,0.1724137931034483
412,0.17360285374554102
412,0.17479191438763378
413,0.1759809750297265
414,0.17717003567181927
415,0.178359096313912
417,0.17954815695600476
417,0.1807372175980975
417,0.18192627824019025
417,0.18311533888228299
417,0.18430439952437574
418,0.18549346016646848
418,0.18668252080856124
419,0.187871581450654
420,0.18906064209274673
422,0.1902497027348395
422,0.19143876337693222
422,0.19262782401902498
424,0.1938168846611177
425,0.19500594530321047
425,0.1961950059453032
426,0.19738406658739596
426,0.1985731272294887
427,0.19976218787158145
427,0.20095124851367419
431,0.20214030915576695
431,0.20332936979785968
431,0.20451843043995244
432,0.2057074910820452
433,0.20689655172413793
433,0.2080856123662307
434,0.20927467300832342
434,0.21046373365041618
436,0.2116527942925089
437,0.21284185493460167
437,0.2140309155766944
439,0.21521997621878716
440,0.2164090368608799
442,0.21759809750297265
445,0.21878715814506539
445,0.21997621878715815
446,0.2211652794292509
448,0.22235434007134364
448,0.2235434007134364
448,0.22473246135552913
448,0.2259215219976219
450,0.22711058263971462
451,0.22829964328180738
453,0.2294887039239001
453,0.23067776456599287
454,0.2318668252080856
454,0.23305588585017836
456,0.2342449464922711
456,0.23543400713436385
456,0.23662306777645659
456,0.23781212841854935
456,0.2390011890606421
456,0.24019024970273484
456,0.2413793103448276
456,0.24256837098692033
456,0.2437574316290131
456,0.24494649227110582
456,0.24613555291319858
456,0.2473246135552913
456,0.24851367419738407
456,0.2497027348394768
456,0.25089179548156954
457,0.2520808561236623
457,0.25326991676575505
457,0.2544589774078478
457,0.2556480380499406
457,0.2568370986920333
457,0.25802615933412604
457,0.25921521997621877
457,0.26040428061831156
458,0.2615933412604043
458,0.262782401902497
458,0.26397146254458975
458,0.26516052318668254
459,0.26634958382877527
459,0.267538644470868
459,0.26872770511296074
459,0.2699167657550535
460,0.27110582639714625
460,0.272294887039239
460,0.2734839476813318
460,0.2746730083234245
460,0.27586206896551724
460,0.27705112960760997
460,0.27824019024970276
461,0.2794292508917955
461,0.2806183115338882
461,0.28180737217598095
461,0.28299643281807374
461,0.28418549346016647
461,0.2853745541022592
461,0.28656361474435194
461,0.2877526753864447
461,0.28894173602853745
461,0.2901307966706302
461,0.291319857312723
462,0.2925089179548157
462,0.29369797859690844
462,0.29488703923900117
462,0.29607609988109396
462,0.2972651605231867
462,0.2984542211652794
462,0.29964328180737215
462,0.30083234244946494
462,0.30202140309155767
462,0.3032104637336504
462,0.30439952437574314
462,0.3055885850178359
462,0.30677764565992865
462,0.3079667063020214
462,0.3091557669441142
462,0.3103448275862069
462,0.31153388822829964
462,0.31272294887039237
463,0.31391200951248516
463,0.3151010701545779
463,0.3162901307966706
463,0.31747919143876335
463,0.31866825208085614
463,0.31985731272294887
463,0.3210463733650416
463,0.3222354340071344
463,0.3234244946492271
463,0.32461355529131986
463,0.3258026159334126
464,0.3269916765755054
464,0.3281807372175981
464,0.32936979785969084
464,0.33055885850178357
464,0.33174791914387636
464,0.3329369797859691
464,0.3341260404280618
464,0.33531510107015455
464,0.33650416171224734
465,0.3376932223543401
465,0.3388822829964328
465,0.3400713436385256
465,0.3412604042806183
465,0.34244946492271106
465,0.3436385255648038
466,0.3448275862068966
466,0.3460166468489893
466,0.34720570749108204
466,0.34839476813317477
466,0.34958382877526756
466,0.3507728894173603
466,0.351961950059453
466,0.35315101070154575
466,0.35434007134363854
467,0.3555291319857313
467,0.356718192627824
467,0.3579072532699168
467,0.3590963139120095
467,0.36028537455410226
467,0.361474435196195
467,0.3626634958382878
467,0.3638525564803805
467,0.36504161712247324
467,0.36623067776456597
468,0.36741973840665876
468,0.3686087990487515
468,0.3697978596908442
469,0.37098692033293695
469,0.37217598097502974
469,0.3733650416171225
469,0.3745541022592152
469,0.375743162901308
470,0.3769322235434007
470,0.37812128418549346
470,0.3793103448275862
471,0.380499405469679
471,0.3816884661117717
471,0.38287752675386444
471,0.38406658739595717
471,0.38525564803804996
471,0.3864447086801427
471,0.3876337693222354
471,0.38882282996432815
471,0.39001189060642094
471,0.3912009512485137
471,0.3923900118906064
471,0.3935790725326992
471,0.3947681331747919
472,0.39595719381688466
472,0.3971462544589774
473,0.3983353151010702
473,0.3995243757431629
473,0.40071343638525564
473,0.40190249702734837
473,0.40309155766944116
474,0.4042806183115339
474,0.4054696789536266
474,0.40665873959571935
474,0.40784780023781214
474,0.4090368608799049
474,0.4102259215219976
476,0.4114149821640904
477,0.4126040428061831
477,0.41379310344827586
478,0.4149821640903686
480,0.4161712247324614
480,0.4173602853745541
480,0.41854934601664684
480,0.41973840665873957
481,0.42092746730083236
481,0.4221165279429251
482,0.4233055885850178
482,0.4244946492271106
484,0.42568370986920334
484,0.4268727705112961
486,0.4280618311533888
488,0.4292508917954816
488,0.4304399524375743
488,0.43162901307966706
488,0.4328180737217598
488,0.4340071343638526
488,0.4351961950059453
488,0.43638525564803804
488,0.43757431629013077
488,0.43876337693222356
488,0.4399524375743163
488,0.441141498216409
488,0.4423305588585018
489,0.44351961950059454
489,0.4447086801426873
490,0.44589774078478
491,0.4470868014268728
491,0.4482758620689655
491,0.44946492271105826
491,0.450653983353151
491,0.4518430439952438
491,0.4530321046373365
493,0.45422116527942924
493,0.45541022592152197
494,0.45659928656361476
494,0.4577883472057075
494,0.4589774078478002
495,0.460166468489893
496,0.46135552913198574
498,0.4625445897740785
499,0.4637336504161712
500,0.464922711058264
501,0.4661117717003567
501,0.46730083234244946
502,0.4684898929845422
503,0.469678953626635
503,0.4708680142687277
503,0.47205707491082044
503,0.47324613555291317
503,0.47443519619500596
504,0.4756242568370987
504,0.4768133174791914
505,0.4780023781212842
505,0.47919143876337694
505,0.4803804994054697
505,0.4815695600475624
505,0.4827586206896552
505,0.4839476813317479
505,0.48513674197384066
505,0.4863258026159334
506,0.4875148632580262
506,0.4887039239001189
508,0.48989298454221164
508,0.49108204518430437
509,0.49227110582639716
509,0.4934601664684899
510,0.4946492271105826
511,0.4958382877526754
511,0.49702734839476814
511,0.4982164090368609
514,0.4994054696789536
514,0.5005945303210464
517,0.5017835909631391
522,0.5029726516052319
523,0.5041617122473246
524,0.5053507728894173
524,0.5065398335315101
528,0.5077288941736029
528,0.5089179548156956
529,0.5101070154577884
529,0.5112960760998811
530,0.5124851367419738
530,0.5136741973840666
531,0.5148632580261593
532,0.5160523186682521
535,0.5172413793103449
538,0.5184304399524375
539,0.5196195005945303
540,0.5208085612366231
541,0.5219976218787158
554,0.5231866825208086
557,0.5243757431629013
560,0.525564803804994
571,0.5267538644470868
576,0.5279429250891795
580,0.5291319857312723
594,0.5303210463733651
595,0.5315101070154578
597,0.5326991676575505
597,0.5338882282996433
597,0.535077288941736
599,0.5362663495838288
601,0.5374554102259215
602,0.5386444708680143
610,0.539833531510107
614,0.5410225921521997
625,0.5422116527942925
625,0.5434007134363853
628,0.544589774078478
